Strain Name	Virus Species	GenBank Accession	Sequence Length	Collection Date	Host	GenBank Host	Country	Mol Type
954A_2008	Human coronavirus NL63	KM055648	4071	2008	Human	Homo sapiens	China	genomic RNA	
971A_2008	Human coronavirus NL63	KM055603	1134	2008	Human	Homo sapiens	China	genomic RNA	
971A_2008	Human coronavirus NL63	KM055624	2780	2008	Human	Homo sapiens	China	genomic RNA	
971A_2008	Human coronavirus NL63	KM055643	4071	2008	Human	Homo sapiens	China	genomic RNA	
990A_2008	Human coronavirus NL63	KM055604	1134	2008	Human	Homo sapiens	China	genomic RNA	
990A_2008	Human coronavirus NL63	KM055625	2780	2008	Human	Homo sapiens	China	genomic RNA	
990A_2008	Human coronavirus NL63	KM055646	4071	2008	Human	Homo sapiens	China	genomic RNA	
996A_2008	Human coronavirus NL63	KM055605	1134	2008	Human	Homo sapiens	China	genomic RNA	
996A_2008	Human coronavirus NL63	KM055626	2780	2008	Human	Homo sapiens	China	genomic RNA	
996A_2008	Human coronavirus NL63	KM055649	4071	2008	Human	Homo sapiens	China	genomic RNA	
997A_2008	Human coronavirus NL63	KM055606	1134	2008	Human	Homo sapiens	China	genomic RNA	
Amsterdam 003	Human coronavirus NL63	DQ462752	870	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam 027	Human coronavirus NL63	DQ462760	885	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam 027	Human coronavirus NL63	DQ462781	507	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam 042	Human coronavirus NL63	DQ462763	1031	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam 057	Human coronavirus NL63	DQ445911	27550	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam 063c	Human coronavirus NL63	DQ462764	1031	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam 072	Human coronavirus NL63	DQ462757	885	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam 072	Human coronavirus NL63	DQ462765	1031	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam 072	Human coronavirus NL63	DQ462772	686	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam 1	Human coronavirus NL63	AY697419	256	-N/A-	Unknown	-N/A-	-N/A-	mRNA	
Amsterdam 1	Human coronavirus NL63	AY697420	287	-N/A-	Unknown	-N/A-	-N/A-	mRNA	
Amsterdam 1	Human coronavirus NL63	AY697421	275	-N/A-	Unknown	-N/A-	-N/A-	mRNA	
Amsterdam 1	Human coronavirus NL63	AY697422	295	-N/A-	Unknown	-N/A-	-N/A-	mRNA	
Amsterdam 1	Human coronavirus NL63	AY697423	317	-N/A-	Unknown	-N/A-	-N/A-	mRNA	
Amsterdam 111	Human coronavirus NL63	DQ462783	507	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam 120	Human coronavirus NL63	DQ462784	507	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam 173	Human coronavirus NL63	DQ462759	885	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam 202	Human coronavirus NL63	DQ462785	507	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam 212	Human coronavirus NL63	DQ462773	686	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam 212	Human coronavirus NL63	DQ462786	507	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam 223	Human coronavirus NL63	DQ462766	1031	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam 223	Human coronavirus NL63	DQ462774	686	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam 223	Human coronavirus NL63	DQ462787	507	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam 242	Human coronavirus NL63	DQ462767	1031	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam 242	Human coronavirus NL63	DQ462775	686	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam 246	Human coronavirus NL63	DQ462768	1031	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam 246	Human coronavirus NL63	DQ462776	686	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam 246	Human coronavirus NL63	DQ462788	507	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam 248	Human coronavirus NL63	DQ462754	870	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam 248	Human coronavirus NL63	DQ462769	1031	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam 248	Human coronavirus NL63	DQ462777	686	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam 251	Human coronavirus NL63	DQ462778	686	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam 466	Human coronavirus NL63	DQ462756	885	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam 466	Human coronavirus NL63	DQ462770	1031	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam 466	Human coronavirus NL63	DQ462779	686	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam 466	Human coronavirus NL63	DQ462789	507	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam 496	Human coronavirus NL63	DQ445912	27535	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam 705	Human coronavirus NL63	DQ462755	885	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam 705	Human coronavirus NL63	DQ462790	507	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam 72	Human coronavirus NL63	DQ462782	507	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam 744	Human coronavirus NL63	DQ462761	885	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam 791	Human coronavirus NL63	DQ462791	507	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam 857	Human coronavirus NL63	DQ462758	882	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam 857	Human coronavirus NL63	DQ462762	466	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam 857	Human coronavirus NL63	DQ462771	1031	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam 857	Human coronavirus NL63	DQ462780	686	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam 857	Human coronavirus NL63	DQ462792	507	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam 890	Human coronavirus NL63	DQ462753	870	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
Amsterdam I	Human coronavirus NL63	AY567487	27553	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
Amsterdam I	Human coronavirus NL63	NC_005831*	27553	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
Athens.GR/125/07	Human coronavirus NL63	KX866389	600	02/18/2007	Human	Homo sapiens	Greece	genomic RNA	
Athens.GR/168/06	Human coronavirus NL63	KX866386	600	01/25/2006	Human	Homo sapiens	Greece	genomic RNA	
Athens.GR/255/07	Human coronavirus NL63	KX866390	600	03/03/2007	Human	Homo sapiens	Greece	genomic RNA	
Athens.GR/263/07	Human coronavirus NL63	KX866391	600	03/27/2007	Human	Homo sapiens	Greece	genomic RNA	
Athens.GR/301/06	Human coronavirus NL63	KX866387	600	03/12/2006	Human	Homo sapiens	Greece	genomic RNA	
Athens.GR/336/07	Human coronavirus NL63	KX866392	600	04/15/2007	Human	Homo sapiens	Greece	genomic RNA	
Athens.GR/386/08	Human coronavirus NL63	KX866393	597	02/24/2008	Human	Homo sapiens	Greece	genomic RNA	
Athens.GR/651/08	Human coronavirus NL63	KX866394	597	03/14/2008	Human	Homo sapiens	Greece	genomic RNA	
Athens.GR/73/07	Human coronavirus NL63	KX866388	600	01/05/2007	Human	Homo sapiens	Greece	genomic RNA	
Baghdad 2018	Human coronavirus NL63	MN086823	555	12/26/2018	Human	Homo sapiens	Iraq	genomic RNA	
BE03-1153	Human coronavirus NL63	AY758276	260	-N/A-	Unknown	-N/A-	Belgium	genomic RNA	
BE03-1153	Human coronavirus NL63	AY758283	715	-N/A-	Unknown	-N/A-	Belgium	genomic RNA	
BE03-1153	Human coronavirus NL63	AY758290	197	-N/A-	Unknown	-N/A-	Belgium	genomic RNA	
BE03-1153	Human coronavirus NL63	AY758297	614	-N/A-	Unknown	-N/A-	Belgium	genomic RNA	
BE03-21596	Human coronavirus NL63	AY758277	260	-N/A-	Unknown	-N/A-	Belgium	genomic RNA	
BE03-21596	Human coronavirus NL63	AY758284	715	-N/A-	Unknown	-N/A-	Belgium	genomic RNA	
BE03-21596	Human coronavirus NL63	AY758291	197	-N/A-	Unknown	-N/A-	Belgium	genomic RNA	
BE03-21596	Human coronavirus NL63	AY758298	614	-N/A-	Unknown	-N/A-	Belgium	genomic RNA	
BE03-33545	Human coronavirus NL63	AY758278	260	-N/A-	Unknown	-N/A-	Belgium	genomic RNA	
BE03-33545	Human coronavirus NL63	AY758285	715	-N/A-	Unknown	-N/A-	Belgium	genomic RNA	
BE03-33545	Human coronavirus NL63	AY758292	197	-N/A-	Unknown	-N/A-	Belgium	genomic RNA	
BE03-33545	Human coronavirus NL63	AY758299	611	-N/A-	Unknown	-N/A-	Belgium	genomic RNA	
BE03-40001	Human coronavirus NL63	AY758279	260	-N/A-	Unknown	-N/A-	Belgium	genomic RNA	
BE03-40001	Human coronavirus NL63	AY758286	715	-N/A-	Unknown	-N/A-	Belgium	genomic RNA	
BE03-40001	Human coronavirus NL63	AY758293	197	-N/A-	Unknown	-N/A-	Belgium	genomic RNA	
BE03-40001	Human coronavirus NL63	AY758300	611	-N/A-	Unknown	-N/A-	Belgium	genomic RNA	
BE03-53887	Human coronavirus NL63	AY758280	260	-N/A-	Unknown	-N/A-	Belgium	genomic RNA	
BE03-53887	Human coronavirus NL63	AY758287	715	-N/A-	Unknown	-N/A-	Belgium	genomic RNA	
BE03-53887	Human coronavirus NL63	AY758294	197	-N/A-	Unknown	-N/A-	Belgium	genomic RNA	
BE03-64880	Human coronavirus NL63	AY758281	260	-N/A-	Unknown	-N/A-	Belgium	genomic RNA	
BE03-64880	Human coronavirus NL63	AY758288	715	-N/A-	Unknown	-N/A-	Belgium	genomic RNA	
BE03-64880	Human coronavirus NL63	AY758295	197	-N/A-	Unknown	-N/A-	Belgium	genomic RNA	
BE03-64880	Human coronavirus NL63	AY758301	614	-N/A-	Unknown	-N/A-	Belgium	genomic RNA	
BE04-70688	Human coronavirus NL63	AY758282	260	-N/A-	Unknown	-N/A-	Belgium	genomic RNA	
BE04-70688	Human coronavirus NL63	AY758289	715	-N/A-	Unknown	-N/A-	Belgium	genomic RNA	
BE04-70688	Human coronavirus NL63	AY758296	197	-N/A-	Unknown	-N/A-	Belgium	genomic RNA	
BJ021	Human coronavirus NL63	KM676089	396	05/2014	Human	Homo sapiens	China	genomic RNA	
BJ040	Human coronavirus NL63	KM676090	396	05/2014	Human	Homo sapiens	China	genomic RNA	
BJ082	Human coronavirus NL63	KM676091	396	05/2014	Human	Homo sapiens	China	genomic RNA	
BJ3140	Human coronavirus NL63	DQ357629	681	-N/A-	Unknown	-N/A-	China	genomic RNA	
BJ8081	Human coronavirus NL63	DQ377336	681	-N/A-	Unknown	-N/A-	China	genomic RNA	
BJ8081	Human coronavirus NL63	DQ834909	234	-N/A-	Unknown	-N/A-	China	genomic RNA	
BJ8081	Human coronavirus NL63	DQ846901	1134	-N/A-	Human	Homo sapiens	China	genomic RNA	
Caen114	Human coronavirus NL63	EF507748	402	2005	Unknown	-N/A-	-N/A-	genomic RNA	
Caen179	Human coronavirus NL63	EF507749	402	2005	Unknown	-N/A-	-N/A-	genomic RNA	
Caen195	Human coronavirus NL63	EF507750	402	2005	Unknown	-N/A-	-N/A-	genomic RNA	
Caen250	Human coronavirus NL63	EF507751	402	2005	Unknown	-N/A-	-N/A-	genomic RNA	
Caen259	Human coronavirus NL63	EF507752	402	2005	Unknown	-N/A-	-N/A-	genomic RNA	
Caen273	Human coronavirus NL63	EF507753	402	2005	Unknown	-N/A-	-N/A-	genomic RNA	
Caen294	Human coronavirus NL63	EF507754	402	2005	Unknown	-N/A-	-N/A-	genomic RNA	
Caen295	Human coronavirus NL63	EF507755	402	2005	Unknown	-N/A-	-N/A-	genomic RNA	
Caen387	Human coronavirus NL63	EF507756	402	2005	Unknown	-N/A-	-N/A-	genomic RNA	
Caen407	Human coronavirus NL63	EF507757	402	2005	Unknown	-N/A-	-N/A-	genomic RNA	
Caen446	Human coronavirus NL63	EF507758	402	2005	Unknown	-N/A-	-N/A-	genomic RNA	
Caen45	Human coronavirus NL63	EF507745	402	2005	Unknown	-N/A-	-N/A-	genomic RNA	
Caen475	Human coronavirus NL63	EF507759	402	2005	Unknown	-N/A-	-N/A-	genomic RNA	
Caen489	Human coronavirus NL63	EF507760	402	2005	Unknown	-N/A-	-N/A-	genomic RNA	
Caen491	Human coronavirus NL63	EF507761	402	2005	Unknown	-N/A-	-N/A-	genomic RNA	
Caen506	Human coronavirus NL63	EF507762	402	2005	Unknown	-N/A-	-N/A-	genomic RNA	
Caen543	Human coronavirus NL63	EF507763	402	2005	Unknown	-N/A-	-N/A-	genomic RNA	
Caen544	Human coronavirus NL63	EF507764	402	2005	Unknown	-N/A-	-N/A-	genomic RNA	
Caen559	Human coronavirus NL63	EF507765	402	2005	Unknown	-N/A-	-N/A-	genomic RNA	
Caen566	Human coronavirus NL63	EF507766	402	2005	Unknown	-N/A-	-N/A-	genomic RNA	
Caen595	Human coronavirus NL63	EF507767	402	2005	Unknown	-N/A-	-N/A-	genomic RNA	
Caen61	Human coronavirus NL63	EF507746	402	2005	Unknown	-N/A-	-N/A-	genomic RNA	
Caen76	Human coronavirus NL63	EF507747	402	2005	Unknown	-N/A-	-N/A-	genomic RNA	
Caen833	Human coronavirus NL63	EF507768	402	2005	Unknown	-N/A-	-N/A-	genomic RNA	
CAN140-02	Human coronavirus NL63	AY675544	425	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
CAN146-02	Human coronavirus NL63	AY675545	425	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
CAN188-03	Human coronavirus NL63	DQ106888	425	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
CAN214-02	Human coronavirus NL63	AY675546	425	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
CAN243-03	Human coronavirus NL63	DQ106889	425	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
CAN257-03	Human coronavirus NL63	DQ106890	425	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
CAN301-03	Human coronavirus NL63	DQ106891	425	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
CAN306-03	Human coronavirus NL63	DQ106892	425	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
CAN309-03	Human coronavirus NL63	DQ106893	425	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
CAN316-03	Human coronavirus NL63	DQ106900	425	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
CAN39-02	Human coronavirus NL63	AY675541	425	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
CAN394-03	Human coronavirus NL63	DQ106894	425	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
CAN410-03	Human coronavirus NL63	DQ106895	425	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
CAN415-03	Human coronavirus NL63	DQ106896	425	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
CAN427-03	Human coronavirus NL63	DQ106897	425	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
CAN446-03	Human coronavirus NL63	DQ106898	425	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
CAN449-02	Human coronavirus NL63	AY675547	425	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
CAN460-03	Human coronavirus NL63	DQ106901	425	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
CAN470-02	Human coronavirus NL63	AY675548	425	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
CAN483-02	Human coronavirus NL63	AY675549	425	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
CAN495-02	Human coronavirus NL63	AY675550	425	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
CAN52-02	Human coronavirus NL63	AY675542	425	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
CAN528-02	Human coronavirus NL63	AY675551	425	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
CAN531-02	Human coronavirus NL63	AY675552	425	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
CAN543-02	Human coronavirus NL63	AY675553	425	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
CAN57-02	Human coronavirus NL63	AY675543	425	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
CAN581-03	Human coronavirus NL63	DQ106899	425	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
CBJ 037	Human coronavirus NL63	JX104161	27538	11/04/2008	Human	Homo sapiens	China	genomic RNA	
CBJ123	Human coronavirus NL63	JX524171	27538	01/24/2009	Human	Homo sapiens	China	genomic RNA	
ChinaGD01	Human coronavirus NL63	MK334046	27531	09/01/2018	Human	Homo sapiens	China	genomic RNA	
ChinaGD02	Human coronavirus NL63	MK334043	27516	08/15/2018	Human	Homo sapiens	China	genomic RNA	
ChinaGD03	Human coronavirus NL63	MK334044	27516	07/13/2018	Human	Homo sapiens	China	genomic RNA	
ChinaGD04	Human coronavirus NL63	MK334047	27532	07/25/2018	Human	Homo sapiens	China	genomic RNA	
ChinaGD05	Human coronavirus NL63	MK334045	27544	08/14/2018	Human	Homo sapiens	China	genomic RNA	
ChinaGD06	Human coronavirus NL63	MK342125	1806	08/01/2018	Human	Homo sapiens	China	genomic RNA	
ChinaGD07	Human coronavirus NL63	MK342126	1806	07/06/2018	Human	Homo sapiens	China	genomic RNA	
ChinaGD08	Human coronavirus NL63	MK342127	1806	07/03/2018	Human	Homo sapiens	China	genomic RNA	
ChinaGD09	Human coronavirus NL63	MK342128	1806	08/01/2018	Human	Homo sapiens	China	genomic RNA	
ChinaGD10	Human coronavirus NL63	MK342129	1809	08/15/2018	Human	Homo sapiens	China	genomic RNA	
ChinaGD11	Human coronavirus NL63	MK342130	1809	08/15/2018	Human	Homo sapiens	China	genomic RNA	
ChinaGD12	Human coronavirus NL63	MK342131	1806	08/01/2018	Human	Homo sapiens	China	genomic RNA	
ChinaGD13	Human coronavirus NL63	MK342132	1806	07/06/2018	Human	Homo sapiens	China	genomic RNA	
ChinaGD14	Human coronavirus NL63	MK342133	1806	08/01/2018	Human	Homo sapiens	China	genomic RNA	
CN0601/14	Human coronavirus NL63	MG772808	27535	11/25/2014	Human	Homo sapiens	South Korea	genomic RNA	
CU-H1048/2009	Human coronavirus NL63	JX513215	593	12/03/2009	Human	Homo sapiens	Thailand	genomic RNA	
CU-H1694/2010	Human coronavirus NL63	JX513216	593	03/04/2010	Human	Homo sapiens	Thailand	genomic RNA	
CU-H1694/2010	Human coronavirus NL63	JX513249	1973	03/04/2010	Human	Homo sapiens	Thailand	genomic RNA	
CU-H1747/2010	Human coronavirus NL63	JX513217	593	03/11/2010	Human	Homo sapiens	Thailand	genomic RNA	
CU-H1901/2010	Human coronavirus NL63	JX513218	593	05/06/2010	Human	Homo sapiens	Thailand	genomic RNA	
CU-H1901/2010	Human coronavirus NL63	JX513250	876	05/06/2010	Human	Homo sapiens	Thailand	genomic RNA	
CU-H1955/2010	Human coronavirus NL63	JX513219	583	05/27/2010	Human	Homo sapiens	Thailand	genomic RNA	
CU-H1955/2010	Human coronavirus NL63	JX513251	824	05/27/2010	Human	Homo sapiens	Thailand	genomic RNA	
CU-H1966/2010	Human coronavirus NL63	JX513220	593	06/03/2010	Human	Homo sapiens	Thailand	genomic RNA	
CU-H1966/2010	Human coronavirus NL63	JX513252	840	06/03/2010	Human	Homo sapiens	Thailand	genomic RNA	
CU-H1996/2010	Human coronavirus NL63	JX513221	593	06/17/2010	Human	Homo sapiens	Thailand	genomic RNA	
CU-H1996/2010	Human coronavirus NL63	JX513253	1964	06/17/2010	Human	Homo sapiens	Thailand	genomic RNA	
CU-H2004/2010	Human coronavirus NL63	JX513222	590	06/17/2010	Human	Homo sapiens	Thailand	genomic RNA	
CU-H2004/2010	Human coronavirus NL63	JX513254	873	06/17/2010	Human	Homo sapiens	Thailand	genomic RNA	
CU-H2007/2010	Human coronavirus NL63	JX513223	593	06/17/2010	Human	Homo sapiens	Thailand	genomic RNA	
CU-H2007/2010	Human coronavirus NL63	JX513255	1994	06/17/2010	Human	Homo sapiens	Thailand	genomic RNA	
CU_488	Human coronavirus NL63	GQ856798	501	2006	Human	Homo sapiens	Hong Kong	genomic RNA	
CU_488	Human coronavirus NL63	GQ856815	397	2006	Human	Homo sapiens	Hong Kong	genomic RNA	
CU_572	Human coronavirus NL63	GQ856799	501	2006	Human	Homo sapiens	Hong Kong	genomic RNA	
CU_572	Human coronavirus NL63	GQ856816	397	2006	Human	Homo sapiens	Hong Kong	genomic RNA	
CU_583	Human coronavirus NL63	GQ856800	501	2006	Human	Homo sapiens	Hong Kong	genomic RNA	
CU_583	Human coronavirus NL63	GQ856817	397	2006	Human	Homo sapiens	Hong Kong	genomic RNA	
CU_586	Human coronavirus NL63	GQ856801	501	2006	Human	Homo sapiens	Hong Kong	genomic RNA	
CU_586	Human coronavirus NL63	GQ856818	397	2006	Human	Homo sapiens	Hong Kong	genomic RNA	
CU_604	Human coronavirus NL63	GQ856802	501	2006	Human	Homo sapiens	Hong Kong	genomic RNA	
CU_604	Human coronavirus NL63	GQ856819	397	2006	Human	Homo sapiens	Hong Kong	genomic RNA	
CU_616	Human coronavirus NL63	GQ856803	501	2006	Human	Homo sapiens	Hong Kong	genomic RNA	
CU_616	Human coronavirus NL63	GQ856820	397	2006	Human	Homo sapiens	Hong Kong	genomic RNA	
CU_643	Human coronavirus NL63	GQ856804	501	2006	Human	Homo sapiens	Hong Kong	genomic RNA	
CU_643	Human coronavirus NL63	GQ856821	397	2006	Human	Homo sapiens	Hong Kong	genomic RNA	
CU_644	Human coronavirus NL63	GQ856805	501	2006	Human	Homo sapiens	Hong Kong	genomic RNA	
CU_644	Human coronavirus NL63	GQ856822	397	2006	Human	Homo sapiens	Hong Kong	genomic RNA	
CU_662	Human coronavirus NL63	GQ856806	501	2006	Human	Homo sapiens	Hong Kong	genomic RNA	
CU_662	Human coronavirus NL63	GQ856823	397	2006	Human	Homo sapiens	Hong Kong	genomic RNA	
CU_682	Human coronavirus NL63	GQ856807	501	2006	Human	Homo sapiens	Hong Kong	genomic RNA	
CU_682	Human coronavirus NL63	GQ856824	397	2006	Human	Homo sapiens	Hong Kong	genomic RNA	
CU_706	Human coronavirus NL63	GQ856808	501	2006	Human	Homo sapiens	Hong Kong	genomic RNA	
CU_706	Human coronavirus NL63	GQ856825	397	2006	Human	Homo sapiens	Hong Kong	genomic RNA	
CU_743	Human coronavirus NL63	GQ856809	501	2006	Human	Homo sapiens	Hong Kong	genomic RNA	
CU_743	Human coronavirus NL63	GQ856826	397	2006	Human	Homo sapiens	Hong Kong	genomic RNA	
CU_L182	Human coronavirus NL63	GQ856810	501	2005	Human	Homo sapiens	Hong Kong	genomic RNA	
CU_L182	Human coronavirus NL63	GQ856827	397	2005	Human	Homo sapiens	Hong Kong	genomic RNA	
CU_P208	Human coronavirus NL63	GQ856811	501	2005	Human	Homo sapiens	Hong Kong	genomic RNA	
CU_P208	Human coronavirus NL63	GQ856828	397	2005	Human	Homo sapiens	Hong Kong	genomic RNA	
CU_U0348	Human coronavirus NL63	GQ856812	498	2005	Human	Homo sapiens	Hong Kong	genomic RNA	
CU_U0348	Human coronavirus NL63	GQ856829	397	2005	Human	Homo sapiens	Hong Kong	genomic RNA	
CU_U0355	Human coronavirus NL63	GQ856813	501	2005	Human	Homo sapiens	Hong Kong	genomic RNA	
CU_U0355	Human coronavirus NL63	GQ856830	397	2005	Human	Homo sapiens	Hong Kong	genomic RNA	
CU_X091	Human coronavirus NL63	GQ856814	498	2005	Human	Homo sapiens	Hong Kong	genomic RNA	
CU_X091	Human coronavirus NL63	GQ856831	397	2005	Human	Homo sapiens	Hong Kong	genomic RNA	
GRE 109/03	Human coronavirus NL63	EF103180	419	-N/A-	Unknown	-N/A-	Greece	genomic RNA	
GRE 173/04	Human coronavirus NL63	EF103181	419	-N/A-	Unknown	-N/A-	Greece	genomic RNA	
GS05_2009	Human coronavirus NL63	KM055611	1134	2009	Human	Homo sapiens	China	genomic RNA	
GS05_2009	Human coronavirus NL63	KM055630	2780	2009	Human	Homo sapiens	China	genomic RNA	
HCoV NL63/Haiti-1/2015	Human coronavirus NL63	KT266906	27553	01/16/2015	Human	Homo sapiens	Haiti	genomic RNA	
HCoV-NL63/Niigata.JPN/10-1575	Human coronavirus NL63	AB695176	285	12/2010	Unknown	-N/A-	Japan	genomic RNA	
HCoV-NL63/Niigata.JPN/10-1575	Human coronavirus NL63	AB695183	1257	12/2010	Unknown	-N/A-	Japan	genomic RNA	
HCoV-NL63/Niigata.JPN/10-1606	Human coronavirus NL63	AB695177	285	12/2010	Unknown	-N/A-	Japan	genomic RNA	
HCoV-NL63/Niigata.JPN/10-1606	Human coronavirus NL63	AB695184	1257	12/2010	Unknown	-N/A-	Japan	genomic RNA	
HCoV-NL63/Niigata.JPN/10-1697	Human coronavirus NL63	AB695178	285	12/2010	Unknown	-N/A-	Japan	genomic RNA	
HCoV-NL63/Niigata.JPN/10-1697	Human coronavirus NL63	AB695185	1257	12/2010	Unknown	-N/A-	Japan	genomic RNA	
HCoV-NL63/Niigata.JPN/10-1698	Human coronavirus NL63	AB695179	285	12/2010	Unknown	-N/A-	Japan	genomic RNA	
HCoV-NL63/Niigata.JPN/10-1698	Human coronavirus NL63	AB695186	1257	12/2010	Unknown	-N/A-	Japan	genomic RNA	
HCoV-NL63/Niigata.JPN/10-1708	Human coronavirus NL63	AB695180	285	12/2010	Unknown	-N/A-	Japan	genomic RNA	
HCoV-NL63/Niigata.JPN/10-1708	Human coronavirus NL63	AB695187	1257	12/2010	Unknown	-N/A-	Japan	genomic RNA	
HCoV-NL63/Niigata.JPN/11-119	Human coronavirus NL63	AB695182	285	01/2011	Unknown	-N/A-	Japan	genomic RNA	
HCoV-NL63/Niigata.JPN/11-119	Human coronavirus NL63	AB695189	1254	01/2011	Unknown	-N/A-	Japan	genomic RNA	
HCoV-NL63/Niigata.JPN/11-22	Human coronavirus NL63	AB695181	285	01/2011	Unknown	-N/A-	Japan	genomic RNA	
HCoV-NL63/Niigata.JPN/11-22	Human coronavirus NL63	AB695188	1257	01/2011	Unknown	-N/A-	Japan	genomic RNA	
HCOV/KENYA/003/2009	Human coronavirus NL63	KP112153	359	07/01/2014	Human	Homo sapiens	Kenya	genomic RNA	
HCOV/KENYA/004/2012	Human coronavirus NL63	KP112157	440	07/01/2014	Human	Homo sapiens	Kenya	genomic RNA	
HCOV/KENYA/005/2009	Human coronavirus NL63	KP112154	440	07/01/2014	Human	Homo sapiens	Kenya	genomic RNA	
HCOV/KENYA/011/2009	Human coronavirus NL63	KP112155	371	07/01/2014	Human	Homo sapiens	Kenya	genomic RNA	
HCOV/KENYA/015/2009	Human coronavirus NL63	KP112156	437	07/01/2014	Human	Homo sapiens	Kenya	genomic RNA	
HCoV/NL63/N01	Human coronavirus NL63	GU068554	314	12/04/2006	Human	Homo sapiens	China	genomic RNA	
