Strain Name	Virus Species	GenBank Accession	Sequence Length	Collection Date	Host	GenBank Host	Country	Mol Type
HCoV_OC43/Seattle/USA/SC2770/2015	Betacoronavirus 1	KY967358	30670	2015	Human	Homo sapiens	USA	genomic RNA	
HCoV_OC43/Seattle/USA/SC2854/2015	Betacoronavirus 1	KY983585	30659	2015	Human	Homo sapiens	USA	genomic RNA	
HCoV_OC43/Seattle/USA/SC2924/2015	Betacoronavirus 1	KY967356	30648	2015	Human	Homo sapiens	USA	genomic RNA	
HCoV_OC43/Seattle/USA/SC3118/2015	Betacoronavirus 1	KY983588	30562	2015	Human	Homo sapiens	USA	genomic RNA	
HCoV_OC43/Seattle/USA/SC622/2016	Betacoronavirus 1	KY369906	30689	2016	Human	Homo sapiens	USA	genomic RNA	
HCoV_OC43/Seattle/USA/SC831/2016	Betacoronavirus 1	KY369905	30581	2016	Human	Homo sapiens	USA	genomic RNA	
HCoV_OC43/Seattle/USA/SC9428/2018	Betacoronavirus 1	MN310476	30562	2019	Human	Homo sapiens	USA	genomic RNA	
HCoV_OC43/Seattle/USA/SC9430/2018	Betacoronavirus 1	MN306053	30818	2019	Human	Homo sapiens	USA	genomic RNA	
HCoV_OC43/Seattle/USA/SC9741/2016	Betacoronavirus 1	KY369907	30725	2016	Human	Homo sapiens	USA	genomic RNA	
HK04-02	Betacoronavirus 1	JN129835	30722	11/2004	Human	Homo sapiens	China	genomic RNA	
HZ-459	Betacoronavirus 1	MG197723	30566	06/20/2016	Unknown	-N/A-	China	genomic RNA	
IDSKAHCOV-1	Betacoronavirus 1	KC513529	636	03/18/2011	Human	Homo sapiens	Indonesia	genomic RNA	
ITA161	Betacoronavirus 1	EF549611	81	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
ITA198	Betacoronavirus 1	EF549612	81	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
ITA199	Betacoronavirus 1	EF549613	81	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
ITA285	Betacoronavirus 1	EF549614	81	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
ITA295	Betacoronavirus 1	EF549615	81	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
ITA44	Betacoronavirus 1	EF549616	81	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
ITA53	Betacoronavirus 1	EF549617	81	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
ITA59	Betacoronavirus 1	EF549618	81	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
ITA61	Betacoronavirus 1	EF549619	81	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
ITA62	Betacoronavirus 1	EF549620	81	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
ITA82	Betacoronavirus 1	EF549621	81	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
KIP-75	Betacoronavirus 1	KX426263	171	05/2012	Human	Homo sapiens	India	viral cRNA	
LY1	Betacoronavirus 1	KF512624	546	01/2011	Human	Homo sapiens	China	genomic RNA	
LY155	Betacoronavirus 1	KF512630	558	06/2011	Human	Homo sapiens	China	genomic RNA	
LY160	Betacoronavirus 1	KF512631	558	06/2011	Human	Homo sapiens	China	genomic RNA	
LY162	Betacoronavirus 1	KF512632	558	06/2011	Human	Homo sapiens	China	genomic RNA	
LY165	Betacoronavirus 1	KF512633	558	06/2011	Human	Homo sapiens	China	genomic RNA	
LY223	Betacoronavirus 1	KF512574	559	07/2011	Human	Homo sapiens	China	genomic RNA	
LY227	Betacoronavirus 1	KF512575	559	07/2011	Human	Homo sapiens	China	genomic RNA	
LY227	Betacoronavirus 1	KF512634	558	07/2011	Human	Homo sapiens	China	genomic RNA	
LY235	Betacoronavirus 1	KF512635	558	07/2011	Human	Homo sapiens	China	genomic RNA	
LY236	Betacoronavirus 1	KF512636	558	07/2011	Human	Homo sapiens	China	genomic RNA	
LY238	Betacoronavirus 1	KF512576	559	07/2011	Human	Homo sapiens	China	genomic RNA	
LY238	Betacoronavirus 1	KF512637	558	07/2011	Human	Homo sapiens	China	genomic RNA	
LY241	Betacoronavirus 1	KF512577	559	07/2011	Human	Homo sapiens	China	genomic RNA	
LY241	Betacoronavirus 1	KF512638	558	07/2011	Human	Homo sapiens	China	genomic RNA	
LY242	Betacoronavirus 1	KF512639	558	07/2011	Human	Homo sapiens	China	genomic RNA	
LY243	Betacoronavirus 1	KF512578	559	07/2011	Human	Homo sapiens	China	genomic RNA	
LY243	Betacoronavirus 1	KF512640	558	07/2011	Human	Homo sapiens	China	genomic RNA	
LY244	Betacoronavirus 1	KF512579	559	07/2011	Human	Homo sapiens	China	genomic RNA	
LY244	Betacoronavirus 1	KF512641	558	07/2011	Human	Homo sapiens	China	genomic RNA	
LY245	Betacoronavirus 1	KF512642	558	07/2011	Human	Homo sapiens	China	genomic RNA	
LY246	Betacoronavirus 1	KF512580	559	07/2011	Human	Homo sapiens	China	genomic RNA	
LY246	Betacoronavirus 1	KF512643	558	07/2011	Human	Homo sapiens	China	genomic RNA	
LY248	Betacoronavirus 1	KF512581	559	08/2011	Human	Homo sapiens	China	genomic RNA	
LY248	Betacoronavirus 1	KF512644	558	08/2011	Human	Homo sapiens	China	genomic RNA	
LY249	Betacoronavirus 1	KF512582	559	08/2011	Human	Homo sapiens	China	genomic RNA	
LY250	Betacoronavirus 1	KF512645	558	08/2011	Human	Homo sapiens	China	genomic RNA	
LY252	Betacoronavirus 1	KF512583	559	08/2011	Human	Homo sapiens	China	genomic RNA	
LY252	Betacoronavirus 1	KF512646	558	08/2011	Human	Homo sapiens	China	genomic RNA	
LY253	Betacoronavirus 1	KF512647	558	08/2011	Human	Homo sapiens	China	genomic RNA	
LY254	Betacoronavirus 1	KF512584	559	08/2011	Human	Homo sapiens	China	genomic RNA	
LY254	Betacoronavirus 1	KF512648	558	08/2011	Human	Homo sapiens	China	genomic RNA	
LY255	Betacoronavirus 1	KF512585	559	08/2011	Human	Homo sapiens	China	genomic RNA	
LY256	Betacoronavirus 1	KF512586	559	08/2011	Human	Homo sapiens	China	genomic RNA	
LY256	Betacoronavirus 1	KF512649	558	08/2011	Human	Homo sapiens	China	genomic RNA	
LY257	Betacoronavirus 1	KF512650	558	08/2011	Human	Homo sapiens	China	genomic RNA	
LY261	Betacoronavirus 1	KF512651	558	08/2011	Human	Homo sapiens	China	genomic RNA	
LY262	Betacoronavirus 1	KF512587	559	08/2011	Human	Homo sapiens	China	genomic RNA	
LY263	Betacoronavirus 1	KF512588	559	08/2011	Human	Homo sapiens	China	genomic RNA	
LY264	Betacoronavirus 1	KF512589	559	08/2011	Human	Homo sapiens	China	genomic RNA	
LY265	Betacoronavirus 1	KF512590	559	08/2011	Human	Homo sapiens	China	genomic RNA	
LY266	Betacoronavirus 1	KF512591	559	08/2011	Human	Homo sapiens	China	genomic RNA	
LY267	Betacoronavirus 1	KF512592	559	08/2011	Human	Homo sapiens	China	genomic RNA	
LY270	Betacoronavirus 1	KF512593	559	08/2011	Human	Homo sapiens	China	genomic RNA	
LY270	Betacoronavirus 1	KF512652	558	08/2011	Human	Homo sapiens	China	genomic RNA	
LY271	Betacoronavirus 1	KF512594	559	08/2011	Human	Homo sapiens	China	genomic RNA	
LY272	Betacoronavirus 1	KF512595	559	08/2011	Human	Homo sapiens	China	genomic RNA	
LY273	Betacoronavirus 1	KF512596	559	08/2011	Human	Homo sapiens	China	genomic RNA	
LY274	Betacoronavirus 1	KF512597	559	08/2011	Human	Homo sapiens	China	genomic RNA	
LY274	Betacoronavirus 1	KF512653	558	08/2011	Human	Homo sapiens	China	genomic RNA	
LY277	Betacoronavirus 1	KF512598	559	08/2011	Human	Homo sapiens	China	genomic RNA	
LY277	Betacoronavirus 1	KF512654	558	08/2011	Human	Homo sapiens	China	genomic RNA	
LY278	Betacoronavirus 1	KF512599	559	08/2011	Human	Homo sapiens	China	genomic RNA	
LY306	Betacoronavirus 1	KF512600	559	09/2011	Human	Homo sapiens	China	genomic RNA	
LY306	Betacoronavirus 1	KF512655	558	09/2011	Human	Homo sapiens	China	genomic RNA	
LY307	Betacoronavirus 1	KF512601	559	09/2011	Human	Homo sapiens	China	genomic RNA	
LY307	Betacoronavirus 1	KF512656	558	09/2011	Human	Homo sapiens	China	genomic RNA	
LY308	Betacoronavirus 1	KF512602	559	09/2011	Human	Homo sapiens	China	genomic RNA	
LY308	Betacoronavirus 1	KF512657	558	09/2011	Human	Homo sapiens	China	genomic RNA	
LY311	Betacoronavirus 1	KF512603	559	09/2011	Human	Homo sapiens	China	genomic RNA	
LY317	Betacoronavirus 1	KF512604	559	09/2011	Human	Homo sapiens	China	genomic RNA	
LY318	Betacoronavirus 1	KF512605	559	09/2011	Human	Homo sapiens	China	genomic RNA	
LY318	Betacoronavirus 1	KF512658	558	09/2011	Human	Homo sapiens	China	genomic RNA	
LY319	Betacoronavirus 1	KF512659	558	09/2011	Human	Homo sapiens	China	genomic RNA	
LY321	Betacoronavirus 1	KF512606	559	09/2011	Human	Homo sapiens	China	genomic RNA	
LY322	Betacoronavirus 1	KF512607	559	09/2011	Human	Homo sapiens	China	genomic RNA	
LY325	Betacoronavirus 1	KF512608	559	09/2011	Human	Homo sapiens	China	genomic RNA	
LY326	Betacoronavirus 1	KF512609	559	09/2011	Human	Homo sapiens	China	genomic RNA	
LY341	Betacoronavirus 1	KF512610	559	10/2011	Human	Homo sapiens	China	genomic RNA	
LY341	Betacoronavirus 1	KF512660	558	10/2011	Human	Homo sapiens	China	genomic RNA	
LY341	Betacoronavirus 1	KJ958218	30714	10/03/2011	Human	Homo sapiens; sex:F; age:15Y	China	genomic RNA	
LY342	Betacoronavirus 1	KF512611	559	10/2011	Human	Homo sapiens	China	genomic RNA	
LY342	Betacoronavirus 1	KF512661	558	10/2011	Human	Homo sapiens	China	genomic RNA	
LY342	Betacoronavirus 1	KJ958219	30714	10/04/2011	Human	Homo sapiens; sex:M; age:34Y	China	genomic RNA	
LY357	Betacoronavirus 1	KF512662	558	10/2011	Human	Homo sapiens	China	genomic RNA	
LY360	Betacoronavirus 1	KF512612	559	10/2011	Human	Homo sapiens	China	genomic RNA	
LY360	Betacoronavirus 1	KF512663	558	10/2011	Human	Homo sapiens	China	genomic RNA	
LY373	Betacoronavirus 1	KF512613	559	10/2011	Human	Homo sapiens	China	genomic RNA	
LY48	Betacoronavirus 1	KF512625	558	04/2011	Human	Homo sapiens	China	genomic RNA	
LY53	Betacoronavirus 1	KF512626	558	04/2011	Human	Homo sapiens	China	genomic RNA	
LY65	Betacoronavirus 1	KF512627	558	04/2011	Human	Homo sapiens	China	genomic RNA	
LY82	Betacoronavirus 1	KF512628	546	03/2011	Human	Homo sapiens	China	genomic RNA	
LY84	Betacoronavirus 1	KF512629	546	03/2011	Human	Homo sapiens	China	genomic RNA	
MDS11	Betacoronavirus 1	MK303622	30665	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
MDS12	Betacoronavirus 1	MK303623	30419	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
MDS14	Betacoronavirus 1	MK303624	30664	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
MDS15	Betacoronavirus 1	MK327281	30688	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
MDS16	Betacoronavirus 1	MK303625	30668	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
MDS2	Betacoronavirus 1	MK303620	30665	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
MDS4	Betacoronavirus 1	MK303621	30664	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
MDS6	Betacoronavirus 1	MK303619	30664	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
MY-U002/12	Betacoronavirus 1	KX538964	30713	02/22/2012	Human	Homo sapiens	Malaysia	genomic RNA	
MY-U1024/12	Betacoronavirus 1	KX538975	30716	08/24/2012	Human	Homo sapiens	Malaysia	genomic RNA	
MY-U1057/12	Betacoronavirus 1	KX538976	30713	08/27/2012	Human	Homo sapiens	Malaysia	genomic RNA	
MY-U1140/12	Betacoronavirus 1	KX538977	30716	09/10/2012	Human	Homo sapiens	Malaysia	genomic RNA	
MY-U1758/13	Betacoronavirus 1	KX538978	30713	01/02/2013	Human	Homo sapiens	Malaysia	genomic RNA	
MY-U1975/13	Betacoronavirus 1	KX538979	30713	02/15/2013	Human	Homo sapiens	Malaysia	genomic RNA	
MY-U208/12	Betacoronavirus 1	KX538965	30716	03/28/2012	Human	Homo sapiens	Malaysia	genomic RNA	
MY-U236/12	Betacoronavirus 1	KX538966	30713	04/02/2012	Human	Homo sapiens	Malaysia	genomic RNA	
MY-U413/12	Betacoronavirus 1	KX538967	30716	05/02/2012	Human	Homo sapiens	Malaysia	genomic RNA	
MY-U464/12	Betacoronavirus 1	KX538968	30716	05/09/2012	Human	Homo sapiens	Malaysia	genomic RNA	
MY-U523/12	Betacoronavirus 1	KX538969	30716	05/18/2012	Human	Homo sapiens	Malaysia	genomic RNA	
MY-U710/12	Betacoronavirus 1	KX538970	30713	06/20/2012	Human	Homo sapiens	Malaysia	genomic RNA	
MY-U732/12	Betacoronavirus 1	KX538971	30716	06/25/2012	Human	Homo sapiens	Malaysia	genomic RNA	
MY-U774/12	Betacoronavirus 1	KX538972	30713	07/04/2012	Human	Homo sapiens	Malaysia	genomic RNA	
MY-U868/12	Betacoronavirus 1	KX538973	30716	07/16/2012	Human	Homo sapiens	Malaysia	genomic RNA	
MY-U945/12	Betacoronavirus 1	KX538974	30716	08/01/2012	Human	Homo sapiens	Malaysia	genomic RNA	
N07-1541B_433X	Betacoronavirus 1	KY554972	30710	2016	Human	Homo sapiens	USA	genomic RNA	
N07-1609B	Betacoronavirus 1	KY674917	30536	2016	Human	Homo sapiens	USA	genomic RNA	
N07-1647B	Betacoronavirus 1	KY674918	30550	2016	Human	Homo sapiens	USA	genomic RNA	
N07-1689B_116X	Betacoronavirus 1	KY554973	30713	2016	Human	Homo sapiens	USA	genomic RNA	
N08-33B_360X	Betacoronavirus 1	KY554974	30713	2016	Human	Homo sapiens	USA	genomic RNA	
N09-382B	Betacoronavirus 1	KY554975	30669	2016	Human	Homo sapiens	USA	genomic RNA	
N09-595B	Betacoronavirus 1	KY674920	30581	2016	Human	Homo sapiens	USA	genomic RNA	
O75A_07	Betacoronavirus 1	KF572803	1347	06/2007	Human	Homo sapiens	China	genomic RNA	
OC43	Betacoronavirus 1	AY878321	539	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
OC43	Betacoronavirus 1	KF524838	207	2010	Human	Homo sapiens	USA	genomic RNA	
OC43	Betacoronavirus 1	KF524842	215	2010	Human	Homo sapiens	USA	genomic RNA	
OC43	Betacoronavirus 1	KF524844	393	2010	Human	Homo sapiens	USA	genomic RNA	
OC43	Betacoronavirus 1	KF524845	389	2010	Human	Homo sapiens	USA	genomic RNA	
OC43	Betacoronavirus 1	KF524846	388	2010	Human	Homo sapiens	USA	genomic RNA	
OC43	Betacoronavirus 1	KF524847	371	2010	Human	Homo sapiens	USA	genomic RNA	
OC43	Betacoronavirus 1	KF524848	372	2010	Human	Homo sapiens	USA	genomic RNA	
OC43	Betacoronavirus 1	KF524849	376	2010	Human	Homo sapiens	USA	genomic RNA	
OC43	Betacoronavirus 1	KF524850	385	2010	Human	Homo sapiens	USA	genomic RNA	
OC43	Betacoronavirus 1	KF524851	414	2010	Human	Homo sapiens	USA	genomic RNA	
OC43	Betacoronavirus 1	KF524852	414	2010	Human	Homo sapiens	USA	genomic RNA	
OC43	Betacoronavirus 1	KF524854	419	2010	Human	Homo sapiens	USA	genomic RNA	
OC43	Betacoronavirus 1	KF524855	416	2010	Human	Homo sapiens	USA	genomic RNA	
OC43	Betacoronavirus 1	KF524856	418	2010	Human	Homo sapiens	USA	genomic RNA	
OC43	Betacoronavirus 1	KF524857	419	2010	Human	Homo sapiens	USA	genomic RNA	
OC43	Betacoronavirus 1	KF524858	409	2010	Human	Homo sapiens	USA	genomic RNA	
OC43	Betacoronavirus 1	KF524859	395	2010	Human	Homo sapiens	USA	genomic RNA	
OC43	Betacoronavirus 1	KJ768622	511	11/30/2011	Human	Homo sapiens	Ghana	genomic RNA	
OC43	Betacoronavirus 1	KJ768623	518	01/04/2012	Human	Homo sapiens	Ghana	genomic RNA	
OC43	Betacoronavirus 1	KJ768624	516	02/16/2012	Human	Homo sapiens	Ghana	genomic RNA	
OC43	Betacoronavirus 1	KJ768625	498	01/04/2012	Human	Homo sapiens	Ghana	genomic RNA	
OC43	Betacoronavirus 1	KJ768626	518	07/18/2012	Human	Homo sapiens	Ghana	genomic RNA	
OC43	Betacoronavirus 1	KJ768627	515	02/19/2012	Human	Homo sapiens	Ghana	genomic RNA	
OC43	Betacoronavirus 1	KJ768628	499	02/19/2012	Human	Homo sapiens	Ghana	genomic RNA	
OC43	Betacoronavirus 1	KJ768629	499	02/21/2012	Human	Homo sapiens	Ghana	genomic RNA	
OC43	Betacoronavirus 1	KJ768630	499	02/14/2012	Human	Homo sapiens	Ghana	genomic RNA	
OC43	Betacoronavirus 1	KJ768631	511	01/01/2012	Human	Homo sapiens	Ghana	genomic RNA	
OC43	Betacoronavirus 1	KJ768632	511	12/14/2011	Human	Homo sapiens	Ghana	genomic RNA	
OC43	Betacoronavirus 1	KJ796464	508	03/19/2012	Human	Homo sapiens	Ghana	genomic RNA	
OC43	Betacoronavirus 1	KJ866099	431	05/15/2013	Human	Homo sapiens	Thailand	genomic RNA	
OC43	Betacoronavirus 1	KJ866100	431	02/08/2012	Human	Homo sapiens	Thailand	genomic RNA	
OC43	Betacoronavirus 1	KJ866101	431	12/18/2013	Human	Homo sapiens	Thailand	genomic RNA	
OC43	Betacoronavirus 1	KJ866145	907	05/15/2013	Human	Homo sapiens	Thailand	genomic RNA	
OC43	Betacoronavirus 1	KJ866146	907	02/08/2012	Human	Homo sapiens	Thailand	genomic RNA	
OC43	Betacoronavirus 1	KJ866147	907	12/18/2013	Human	Homo sapiens	Thailand	genomic RNA	
OC43/human/Mex/LRTI_238/2011	Betacoronavirus 1	KX344031	30713	02/09/2011	Human	Homo sapiens; age: 2 months; sex: male	Mexico	genomic RNA	
OC43/human/USA/007-11/2000	Betacoronavirus 1	KF530068	30572	07/27/2000	Human	Homo sapiens; sex: M; age: 21Y	USA	genomic RNA	
OC43/human/USA/008-5/2000	Betacoronavirus 1	KF530092	30577	08/08/2000	Human	Homo sapiens; sex: F; age: 29Y	USA	genomic RNA	
OC43/human/USA/832-27/1983	Betacoronavirus 1	KF530093	30483	02/24/1983	Human	Homo sapiens; sex: F; age: 20Y	USA	genomic RNA	
OC43/human/USA/851-15/1985	Betacoronavirus 1	KF530060	30577	01/08/1985	Human	Homo sapiens; sex: M; age: 15Y	USA	genomic RNA	
OC43/human/USA/871-25/1987	Betacoronavirus 1	KF530085	30569	01/22/1987	Human	Homo sapiens; sex: M; age: 25Y	USA	genomic RNA	
OC43/human/USA/872-5/1987	Betacoronavirus 1	KF530086	30577	02/10/1987	Human	Homo sapiens; sex: M; age: 20Y	USA	genomic RNA	
OC43/human/USA/873-16/1987	Betacoronavirus 1	KF530077	30577	03/12/1987	Human	Homo sapiens; sex: F; age: 27Y	USA	genomic RNA	
OC43/human/USA/873-19/1987	Betacoronavirus 1	KF530083	30577	03/17/1987	Human	Homo sapiens; sex: F; age: 21Y	USA	genomic RNA	
OC43/human/USA/873-6/1987	Betacoronavirus 1	KF530087	30577	03/05/1987	Human	Homo sapiens; sex: M; age: 6Y	USA	genomic RNA	
OC43/human/USA/8912-37/1989	Betacoronavirus 1	KF530073	30577	12/21/1989	Human	Homo sapiens; sex: M; age: 9Y	USA	genomic RNA	
OC43/human/USA/901-33/1990	Betacoronavirus 1	KF530066	30564	01/16/1990	Human	Homo sapiens; sex: M; age: 12Y	USA	genomic RNA	
OC43/human/USA/901-41/1990	Betacoronavirus 1	KF530065	30577	01/17/1990	Human	Homo sapiens; sex: M; age: 17Y	USA	genomic RNA	
OC43/human/USA/901-43/1990	Betacoronavirus 1	KF530061	30577	01/19/1990	Human	Homo sapiens; sex: F; age: 43Y	USA	genomic RNA	
OC43/human/USA/901-54/1990	Betacoronavirus 1	KF530088	30578	01/23/1990	Human	Homo sapiens; sex: M; age: 7Y	USA	genomic RNA	
OC43/human/USA/911-11/1991	Betacoronavirus 1	KF530076	30606	01/03/1991	Human	Homo sapiens; sex: F; age: 11Y	USA	genomic RNA	
OC43/human/USA/911-38/1991	Betacoronavirus 1	KF530096	30589	01/15/1991	Human	Homo sapiens; sex: F; age: 4Y	USA	genomic RNA	
OC43/human/USA/911-58/1991	Betacoronavirus 1	KF530091	30606	01/24/1991	Human	Homo sapiens; sex: F; age: 3Y	USA	genomic RNA	
OC43/human/USA/911-66/1991	Betacoronavirus 1	KF530089	30611	01/29/1991	Human	Homo sapiens; sex: F; age: 15Y	USA	genomic RNA	
OC43/human/USA/912-10/1991	Betacoronavirus 1	KF530067	30608	02/07/1991	Human	Homo sapiens; sex: M; age: 43Y	USA	genomic RNA	
OC43/human/USA/912-11/1991	Betacoronavirus 1	KF530082	30581	02/07/1991	Human	Homo sapiens; sex: F; age: 7Y	USA	genomic RNA	
OC43/human/USA/912-36/1991	Betacoronavirus 1	KF530094	30581	02/22/1991	Human	Homo sapiens; sex: M; age: 11Y	USA	genomic RNA	
OC43/human/USA/912-6/1991	Betacoronavirus 1	KF530095	30602	02/05/1991	Human	Homo sapiens; sex: M; age: 5Y	USA	genomic RNA	
OC43/human/USA/913-29/1991	Betacoronavirus 1	KF530079	30581	03/14/1991	Human	Homo sapiens; sex: M; age: 9Y	USA	genomic RNA	
OC43/human/USA/9211-43/1992	Betacoronavirus 1	KF530097	30577	11/30/1992	Human	Homo sapiens; sex: M; age: 18Y	USA	genomic RNA	
OC43/human/USA/9212-33/1992	Betacoronavirus 1	KF530074	30590	12/16/1992	Human	Homo sapiens; sex: F; age: 32Y	USA	genomic RNA	
OC43/human/USA/925-1/1992	Betacoronavirus 1	KF530071	30578	05/04/1992	Human	Homo sapiens; sex: M; age: 34Y	USA	genomic RNA	
OC43/human/USA/931-85/1993	Betacoronavirus 1	KF530090	30577	01/26/1993	Human	Homo sapiens; sex: F; age: 21Y	USA	genomic RNA	
OC43/human/USA/951-15/1995	Betacoronavirus 1	KF530059	30511	01/11/1995	Human	Homo sapiens; sex: M; age: 8Y	USA	genomic RNA	
OC43/human/USA/951-18/1995	Betacoronavirus 1	KF530084	30577	01/12/1995	Human	Homo sapiens; sex: F; age: 10Y	USA	genomic RNA	
OC43/human/USA/952-23/1995	Betacoronavirus 1	KF530062	30554	02/13/1995	Human	Homo sapiens; sex: F; age: 9Y	USA	genomic RNA	
OC43/human/USA/953-23/1995	Betacoronavirus 1	KF530075	30577	03/09/1995	Human	Homo sapiens; sex: F; age: 12Y	USA	genomic RNA	
OC43/human/USA/9612-29/1996	Betacoronavirus 1	KF530078	30568	12/17/1996	Human	Homo sapiens; sex: F; age: 48Y	USA	genomic RNA	
OC43/human/USA/9612-48/1996	Betacoronavirus 1	KF530063	30577	12/30/1996	Human	Homo sapiens; sex: M; age: 50Y	USA	genomic RNA	
OC43/human/USA/9612-9/1996	Betacoronavirus 1	KF530064	30577	12/04/1996	Human	Homo sapiens; sex: F; age: 18Y	USA	genomic RNA	
OC43/human/USA/965-6/1996	Betacoronavirus 1	KF530098	30578	05/10/1996	Human	Homo sapiens; sex: F; age: 7Y	USA	genomic RNA	
OC43/human/USA/971-5/1997	Betacoronavirus 1	KF530099	30578	01/02/1997	Human	Homo sapiens; sex: F; age: 59Y	USA	genomic RNA	
OC43/human/USA/9712-13/1997	Betacoronavirus 1	KF530072	30577	12/11/1997	Human	Homo sapiens; sex: M; age: 19Y	USA	genomic RNA	
OC43/human/USA/9712-31/1997	Betacoronavirus 1	KF530080	30577	12/18/1997	Human	Homo sapiens; sex: M; age: 6Y	USA	genomic RNA	
OC43/human/USA/982-4/1998	Betacoronavirus 1	KF530069	30578	02/05/1998	Human	Homo sapiens; sex: F; age: 6Y	USA	genomic RNA	
OC43/human/USA/991-19/1999	Betacoronavirus 1	KF530070	30573	01/15/1999	Human	Homo sapiens; sex: M; age: 19Y	USA	genomic RNA	
OC43/human/USA/991-5/1999	Betacoronavirus 1	KF530081	30571	01/07/1999	Human	Homo sapiens; sex: F; age: 11Y	USA	genomic RNA	
OC43_KLF_01_2018	Betacoronavirus 1	MN026164	30777	01/18/2018	Human	Homo sapiens	Kenya	genomic RNA	
OC43_KLF_02_2017	Betacoronavirus 1	MN026165	30318	11/27/2017	Human	Homo sapiens	Kenya	genomic RNA	
PHL07-1581	Betacoronavirus 1	AB514461	251	2007	Human	Homo sapiens	Philippines	genomic RNA	
PREDICT_13QY015	Betacoronavirus 1	KX898511	341	2013	Human	Homo sapiens	China	genomic RNA	
PUMCH1702	Betacoronavirus 1	HM130764	375	03/03/2006	Human	Homo sapiens	China	genomic RNA	
PUMCH1909	Betacoronavirus 1	HM130765	378	03/24/2006	Human	Homo sapiens	China	genomic RNA	
PUMCH229	Betacoronavirus 1	HM130758	378	06/09/2005	Human	Homo sapiens	China	genomic RNA	
PUMCH3582	Betacoronavirus 1	HM130766	378	09/30/2006	Human	Homo sapiens	China	genomic RNA	
PUMCH3630	Betacoronavirus 1	HM130767	378	10/05/2006	Human	Homo sapiens	China	genomic RNA	
PUMCH3647	Betacoronavirus 1	HM130768	378	10/07/2006	Human	Homo sapiens	China	genomic RNA	
PUMCH427	Betacoronavirus 1	HM130759	377	08/23/2005	Human	Homo sapiens	China	genomic RNA	
PUMCH4795	Betacoronavirus 1	HM130769	378	03/01/2007	Human	Homo sapiens	China	genomic RNA	
PUMCH4954	Betacoronavirus 1	HM130770	378	03/23/2007	Human	Homo sapiens	China	genomic RNA	
PUMCH5240	Betacoronavirus 1	HM130771	378	05/09/2007	Human	Homo sapiens	China	genomic RNA	
PUMCH5352	Betacoronavirus 1	HM130772	378	05/26/2007	Human	Homo sapiens	China	genomic RNA	
PUMCH5370	Betacoronavirus 1	HM130773	378	05/29/2007	Human	Homo sapiens	China	genomic RNA	
PUMCH5442	Betacoronavirus 1	HM130774	378	06/09/2007	Human	Homo sapiens	China	genomic RNA	
PUMCH5445	Betacoronavirus 1	HM130775	376	06/09/2007	Human	Homo sapiens	China	genomic RNA	
PUMCH5448	Betacoronavirus 1	HM130776	378	06/10/2007	Human	Homo sapiens	China	genomic RNA	
PUMCH5456	Betacoronavirus 1	HM130777	378	06/12/2007	Human	Homo sapiens	China	genomic RNA	
PUMCH5462	Betacoronavirus 1	HM130778	378	06/12/2007	Human	Homo sapiens	China	genomic RNA	
PUMCH5471	Betacoronavirus 1	HM130779	378	06/13/2007	Human	Homo sapiens	China	genomic RNA	
PUMCH5479	Betacoronavirus 1	HM130780	378	06/14/2007	Human	Homo sapiens	China	genomic RNA	
PUMCH5484	Betacoronavirus 1	HM130781	378	06/15/2007	Human	Homo sapiens	China	genomic RNA	
PUMCH5485	Betacoronavirus 1	HM130782	378	06/15/2007	Human	Homo sapiens	China	genomic RNA	
PUMCH5495	Betacoronavirus 1	HM130783	378	06/17/2007	Human	Homo sapiens	China	genomic RNA	
PUMCH5508	Betacoronavirus 1	HM130784	378	06/18/2007	Human	Homo sapiens	China	genomic RNA	
PUMCH5517	Betacoronavirus 1	HM130785	378	06/19/2007	Human	Homo sapiens	China	genomic RNA	
PUMCH5519	Betacoronavirus 1	HM130786	378	06/19/2007	Human	Homo sapiens	China	genomic RNA	
PUMCH5566	Betacoronavirus 1	HM130787	378	06/26/2007	Human	Homo sapiens	China	genomic RNA	
PUMCH5567	Betacoronavirus 1	HM130788	378	06/26/2007	Human	Homo sapiens	China	genomic RNA	
